,region,birth,death_children,marriage,divorce,year,month
5,Белгородская область,1442,10,667,705,2014,09
6,Брянская область,1210,13,584,656,2014,09
7,Владимирская область,1400,3,624,670,2014,09
8,Воронежская область,2062,17,898,1006,2014,09
9,Ивановская область,978,3,505,485,2014,09
10,Калужская область,1028,11,532,499,2014,09
11,Костромская область,700,6,361,362,2014,09
12,Курская область,1090,7,513,552,2014,09
13,Липецкая область,1097,12,455,531,2014,09
14,Московская область,7544,50,4219,3343,2014,09
15,Орловская область,723,6,359,391,2014,09
16,Рязанская область,1043,9,460,514,2014,09
17,Смоленская область,898,7,520,469,2014,09
18,Тамбовская область,899,6,329,467,2014,09
19,Тверская область,1254,7,740,592,2014,09
20,Тульская область,1237,5,654,706,2014,09
21,Ярославская область,1291,3,671,628,2014,09
22,г.Москва,11657,69,6334,4278,2014,09
24,Республика Карелия,670,1,389,361,2014,09
25,Республика Коми,1077,7,594,512,2014,09
26,Архангельская область,1313,10,759,608,2014,09
27,Hенецкий авт.округ,66,2,39,18,2014,09
28,Архангельская область без автономии,1247,8,720,590,2014,09
29,Вологодская область,1416,2,707,601,2014,09
30,Калининградская область,1022,10,623,550,2014,09
31,Ленинградская область,1414,8,808,757,2014,09
32,Мурманская область,771,9,581,468,2014,09
33,Новгородская область,678,6,396,314,2014,09
34,Псковская область,618,5,357,325,2014,09
35,г.Санкт-Петербург,5777,25,3980,2569,2014,09
37,Республика Адыгея,536,3,197,183,2014,09
38,Республика Калмыкия,342,1,123,112,2014,09
39,Краснодарский край,6344,32,3102,2434,2014,09
40,Астраханская область,1330,13,569,472,2014,09
41,Волгоградская область,2477,22,1128,1136,2014,09
42,Ростовская область,4504,35,2003,1846,2014,09
44,Республика Дагестан,4834,84,1787,481,2014,09
45,Республика Ингушетия,768,7,211,39,2014,09
46,Кабардино-Балкарская Республика,1094,13,453,205,2014,09
47,Карачаево-Черкесская Республика,467,4,223,142,2014,09
48,Республика Северная Осетия- Алания,819,7,360,165,2014,09
49,Чеченская Республика,2591,44,753,113,2014,09
50,Ставропольский край,2968,25,1203,1034,2014,09
52,Республика Башкортостан,5343,41,2411,1663,2014,09
53,Республика Марий Эл,819,7,323,275,2014,09
54,Республика Мордовия,702,5,220,294,2014,09
55,Республика Татарстан(Татарстан),4947,39,2139,1466,2014,09
56,Удмуртская Республика,1970,13,869,646,2014,09
57,Чувашская Республика(Чувашия),1425,7,475,478,2014,09
58,Пермский край,3242,21,1679,1225,2014,09
59,Кировская область,1443,6,793,668,2014,09
60,Hижегородская область,3428,25,1382,1483,2014,09
61,Оренбургская область,2328,23,1035,920,2014,09
62,Пензенская область,1247,6,478,626,2014,09
63,Самарская область,3442,20,1507,1560,2014,09
64,Саратовская область,2360,13,1190,1131,2014,09
65,Ульяновская область,1225,11,655,570,2014,09
67,Курганская область,1046,8,529,455,2014,09
68,Свердловская область,5549,35,2886,2238,2014,09
69,Тюменская область,5226,31,2591,2008,2014,09
70,Ханты-Мансийский авт.округ-Югра,2345,14,1194,900,2014,09
71,Ямало-Hенецкий авт.округ,802,4,444,338,2014,09
72,Тюменская область без автономии,2079,13,953,770,2014,09
73,Челябинская область,4519,34,2093,1874,2014,09
75,Республика Алтай,341,4,137,106,2014,09
76,Республика Бурятия,1456,7,634,379,2014,09
77,Республика Тыва,654,15,158,63,2014,09
78,Республика Хакасия,681,12,370,285,2014,09
79,Алтайский край,2626,14,1213,1293,2014,09
80,Забайкальский край,1548,15,848,500,2014,09
81,Красноярский край,3532,34,2058,1292,2014,09
82,Иркутская область,3236,23,1817,1434,2014,09
83,Кемеровская область,3066,26,1436,1288,2014,09
84,Новосибирская область,3502,28,1790,1531,2014,09
85,Омская область,2581,16,1367,971,2014,09
86,Томская область,1420,9,695,575,2014,09
88,Республика Саха (Якутия),1543,8,651,384,2014,09
89,Камчатский край,328,2,274,175,2014,09
90,Приморский край,2123,15,1175,960,2014,09
91,Хабаровский край,1664,12,932,686,2014,09
92,Амурская область,977,5,554,450,2014,09
93,Магаданская область,174,0,103,89,2014,09
94,Сахалинская область,586,4,388,284,2014,09
95,Еврейская автономная область,230,2,119,101,2014,09
96,Чукотский авт.округ,51,0,37,24,2014,09
